States,Date,Homicides Rate
Maine,9/1/2021,0.15
Maine,10/1/2021,0.15
Maine,11/1/2021,0.22
Maine,12/1/2021,0.07
Maine,1/1/2022,0.14
Maine,2/1/2022,0.22
Maine,3/1/2022,0.07
Maine,4/1/2022,0.22
Maine,5/1/2022,0.22
Maine,6/1/2022,0.22
Maine,7/1/2022,0.36
Maine,8/1/2022,0.07
Maine,9/1/2022,0.07
Maine,10/1/2022,0.22
Maine,11/1/2022,0.22
Maine,12/1/2022,0.14
Maine,1/1/2023,0.43
Maine,2/1/2023,0.21
Maine,3/1/2023,0.07
Maine,4/1/2023,0.36
Maine,5/1/2023,0.07
Maine,6/1/2023,0.29
Maine,7/1/2023,0.43
Maine,8/1/2023,0
Maine,9/1/2023,0.14
Maine,10/1/2023,1.36
Maine,11/1/2023,0.72
Maine,12/1/2023,0.21
Michigan,1/1/2014,0.32
Michigan,2/1/2014,0.33
Michigan,3/1/2014,0.32
Michigan,4/1/2014,0.49
Michigan,5/1/2014,0.51
Michigan,6/1/2014,0.49
Michigan,7/1/2014,0.59
Michigan,8/1/2014,0.48
Michigan,9/1/2014,0.64
Michigan,10/1/2014,0.38
Michigan,11/1/2014,0.48
Michigan,12/1/2014,0.44
Michigan,1/1/2015,0.45
Michigan,2/1/2015,0.37
Michigan,3/1/2015,0.6
Michigan,4/1/2015,0.45
Michigan,5/1/2015,0.6
Michigan,6/1/2015,0.5
Michigan,7/1/2015,0.32
Michigan,8/1/2015,0.73
Michigan,9/1/2015,0.5
Michigan,10/1/2015,0.39
Michigan,11/1/2015,0.35
Michigan,12/1/2015,0.59
Michigan,1/1/2016,0.41
Michigan,2/1/2016,0.48
Michigan,3/1/2016,0.37
Michigan,4/1/2016,0.56
Michigan,5/1/2016,0.57
Michigan,6/1/2016,0.43
Michigan,7/1/2016,0.63
Michigan,8/1/2016,0.58
Michigan,9/1/2016,0.53
Michigan,10/1/2016,0.63
Michigan,11/1/2016,0.51
Michigan,12/1/2016,0.45
Michigan,1/1/2017,0.55
Michigan,2/1/2017,0.4
Michigan,3/1/2017,0.5
Michigan,4/1/2017,0.43
Michigan,5/1/2017,0.49
Michigan,6/1/2017,0.5
Michigan,7/1/2017,0.53
Michigan,8/1/2017,0.56
Michigan,9/1/2017,0.53
Michigan,10/1/2017,0.42
Michigan,11/1/2017,0.45
Michigan,12/1/2017,0.37
Michigan,1/1/2018,0.48
Michigan,2/1/2018,0.47
Michigan,3/1/2018,0.41
Michigan,4/1/2018,0.46
Michigan,5/1/2018,0.51
Michigan,6/1/2018,0.42
Michigan,7/1/2018,0.38
Michigan,8/1/2018,0.66
Michigan,9/1/2018,0.49
Michigan,10/1/2018,0.49
Michigan,11/1/2018,0.43
Michigan,12/1/2018,0.39
Michigan,1/1/2019,0.36
Michigan,2/1/2019,0.29
Michigan,3/1/2019,0.44
Michigan,4/1/2019,0.36
Michigan,5/1/2019,0.59
Michigan,6/1/2019,0.57
Michigan,7/1/2019,0.66
Michigan,8/1/2019,0.51
Michigan,9/1/2019,0.52
Michigan,10/1/2019,0.48
Michigan,11/1/2019,0.61
Michigan,12/1/2019,0.4
Michigan,1/1/2020,0.47
Michigan,2/1/2020,0.31
Michigan,3/1/2020,0.48
Michigan,4/1/2020,0.45
Michigan,5/1/2020,0.61
Michigan,6/1/2020,0.84
Michigan,7/1/2020,0.82
Michigan,8/1/2020,0.66
Michigan,9/1/2020,0.78
Michigan,10/1/2020,0.75
Michigan,11/1/2020,0.75
Michigan,12/1/2020,0.69
Michigan,1/1/2021,0.61
Michigan,2/1/2021,0.51
Michigan,3/1/2021,0.5
Michigan,4/1/2021,0.74
Michigan,5/1/2021,0.63
Michigan,6/1/2021,0.68
Michigan,7/1/2021,0.78
Michigan,8/1/2021,0.7
Michigan,9/1/2021,0.65
Michigan,10/1/2021,0.61
Michigan,11/1/2021,0.59
Michigan,12/1/2021,0.57
Michigan,1/1/2022,0.55
Michigan,2/1/2022,0.51
Michigan,3/1/2022,0.59
Michigan,4/1/2022,0.44
Michigan,5/1/2022,0.64
Michigan,6/1/2022,0.66
Michigan,7/1/2022,0.75
Michigan,8/1/2022,0.65
Michigan,9/1/2022,0.44
Michigan,10/1/2022,0.69
Michigan,11/1/2022,0.45
Michigan,12/1/2022,0.57
Michigan,1/1/2023,0.39
Michigan,2/1/2023,0.46
Michigan,3/1/2023,0.45
Michigan,4/1/2023,0.44
Michigan,5/1/2023,0.54
Michigan,6/1/2023,0.57
Michigan,7/1/2023,0.73
Michigan,8/1/2023,0.62
Michigan,9/1/2023,0.41
Michigan,10/1/2023,0.4
Michigan,11/1/2023,0.37
Michigan,12/1/2023,0.48
Minnesota,1/1/2014,0.15
Minnesota,2/1/2014,0.11
Minnesota,3/1/2014,0.13
Minnesota,4/1/2014,0.13
Minnesota,5/1/2014,0.07
Minnesota,6/1/2014,0.16
Minnesota,7/1/2014,0.13
Minnesota,8/1/2014,0.2
Minnesota,9/1/2014,0.13
Minnesota,10/1/2014,0.09
Minnesota,11/1/2014,0.07
Minnesota,12/1/2014,0.15
Minnesota,1/1/2015,0.15
Minnesota,2/1/2015,0.04
Minnesota,3/1/2015,0.18
Minnesota,4/1/2015,0.16
Minnesota,5/1/2015,0.24
Minnesota,6/1/2015,0.26
Minnesota,7/1/2015,0.2
Minnesota,8/1/2015,0.2
Minnesota,9/1/2015,0.29
Minnesota,10/1/2015,0.35
Minnesota,11/1/2015,0.24
Minnesota,12/1/2015,0.13
Minnesota,1/1/2016,0.09
Minnesota,2/1/2016,0.04
Minnesota,3/1/2016,0.07
Minnesota,4/1/2016,0.16
Minnesota,5/1/2016,0.18
Minnesota,6/1/2016,0.2
Minnesota,7/1/2016,0.2
Minnesota,8/1/2016,0.22
Minnesota,9/1/2016,0.16
Minnesota,10/1/2016,0.16
Minnesota,11/1/2016,0.24
Minnesota,12/1/2016,0.07
Minnesota,1/1/2017,0.2
Minnesota,2/1/2017,0.11
Minnesota,3/1/2017,0.02
Minnesota,4/1/2017,0.18
Minnesota,5/1/2017,0.22
Minnesota,6/1/2017,0.27
Minnesota,7/1/2017,0.23
Minnesota,8/1/2017,0.16
Minnesota,9/1/2017,0.25
Minnesota,10/1/2017,0.11
Minnesota,11/1/2017,0.16
Minnesota,12/1/2017,0.09
Minnesota,1/1/2018,0.2
Minnesota,2/1/2018,0.14
Minnesota,3/1/2018,0.21
Minnesota,4/1/2018,0.11
Minnesota,5/1/2018,0.09
Minnesota,6/1/2018,0.18
Minnesota,7/1/2018,0.14
Minnesota,8/1/2018,0.18
Minnesota,9/1/2018,0.27
Minnesota,10/1/2018,0.09
Minnesota,11/1/2018,0.14
Minnesota,12/1/2018,0.11
Minnesota,1/1/2019,0.18
Minnesota,2/1/2019,0.16
Minnesota,3/1/2019,0.09
Minnesota,4/1/2019,0.11
Minnesota,5/1/2019,0.16
Minnesota,6/1/2019,0.18
Minnesota,7/1/2019,0.25
Minnesota,8/1/2019,0.21
Minnesota,9/1/2019,0.3
Minnesota,10/1/2019,0.16
Minnesota,11/1/2019,0.2
Minnesota,12/1/2019,0.21
Minnesota,1/1/2020,0.18
Minnesota,2/1/2020,0.23
Minnesota,3/1/2020,0.12
Minnesota,4/1/2020,0.3
Minnesota,5/1/2020,0.25
Minnesota,6/1/2020,0.3
Minnesota,7/1/2020,0.28
Minnesota,8/1/2020,0.46
Minnesota,9/1/2020,0.19
Minnesota,10/1/2020,0.21
Minnesota,11/1/2020,0.35
Minnesota,12/1/2020,0.21
Minnesota,1/1/2021,0.26
Minnesota,2/1/2021,0.26
Minnesota,3/1/2021,0.19
Minnesota,4/1/2021,0.25
Minnesota,5/1/2021,0.32
Minnesota,6/1/2021,0.44
Minnesota,7/1/2021,0.3
Minnesota,8/1/2021,0.39
Minnesota,9/1/2021,0.46
Minnesota,10/1/2021,0.28
Minnesota,11/1/2021,0.19
Minnesota,12/1/2021,0.26
Minnesota,1/1/2022,0.23
Minnesota,2/1/2022,0.24
Minnesota,3/1/2022,0.24
Minnesota,4/1/2022,0.38
Minnesota,5/1/2022,0.31
Minnesota,6/1/2022,0.26
Minnesota,7/1/2022,0.33
Minnesota,8/1/2022,0.26
Minnesota,9/1/2022,0.23
Minnesota,10/1/2022,0.23
Minnesota,11/1/2022,0.19
Minnesota,12/1/2022,0.28
Minnesota,1/1/2023,0.19
Minnesota,2/1/2023,0.26
Minnesota,3/1/2023,0.26
Minnesota,4/1/2023,0.24
Minnesota,5/1/2023,0.24
Minnesota,6/1/2023,0.33
Minnesota,7/1/2023,0.3
Minnesota,8/1/2023,0.23
Minnesota,9/1/2023,0.23
Minnesota,10/1/2023,0.28
Minnesota,11/1/2023,0.23
Minnesota,12/1/2023,0.35
Missouri,1/1/2014,0.49
Missouri,2/1/2014,0.41
Missouri,3/1/2014,0.58
Missouri,4/1/2014,0.38
Missouri,5/1/2014,0.51
Missouri,6/1/2014,0.4
Missouri,7/1/2014,0.51
Missouri,8/1/2014,0.48
Missouri,9/1/2014,0.61
Missouri,10/1/2014,0.76
Missouri,11/1/2014,0.76
Missouri,12/1/2014,0.76
Missouri,1/1/2015,0.59
Missouri,2/1/2015,0.62
Missouri,3/1/2015,0.62
Missouri,4/1/2015,0.58
Missouri,5/1/2015,0.62
Missouri,6/1/2015,0.81
Missouri,7/1/2015,0.79
Missouri,8/1/2015,0.77
Missouri,9/1/2015,0.79
Missouri,10/1/2015,0.81
Missouri,11/1/2015,0.62
Missouri,12/1/2015,0.59
Missouri,1/1/2016,0.75
Missouri,2/1/2016,0.31
Missouri,3/1/2016,0.54
Missouri,4/1/2016,0.66
Missouri,5/1/2016,0.69
Missouri,6/1/2016,0.8
Missouri,7/1/2016,0.8
Missouri,8/1/2016,1.05
Missouri,9/1/2016,0.77
Missouri,10/1/2016,0.85
Missouri,11/1/2016,0.75
Missouri,12/1/2016,0.82
Missouri,1/1/2017,0.85
Missouri,2/1/2017,0.52
Missouri,3/1/2017,0.46
Missouri,4/1/2017,0.83
Missouri,5/1/2017,0.72
Missouri,6/1/2017,1.03
Missouri,7/1/2017,1.01
Missouri,8/1/2017,0.98
Missouri,9/1/2017,0.82
Missouri,10/1/2017,0.88
Missouri,11/1/2017,0.97
Missouri,12/1/2017,0.77
Missouri,1/1/2018,0.69
Missouri,2/1/2018,0.52
Missouri,3/1/2018,0.82
Missouri,4/1/2018,0.72
Missouri,5/1/2018,0.67
Missouri,6/1/2018,0.73
Missouri,7/1/2018,0.9
Missouri,8/1/2018,0.83
Missouri,9/1/2018,0.73
Missouri,10/1/2018,0.8
Missouri,11/1/2018,0.62
Missouri,12/1/2018,1.08
Missouri,1/1/2019,0.81
Missouri,2/1/2019,0.57
Missouri,3/1/2019,0.62
Missouri,4/1/2019,0.64
Missouri,5/1/2019,0.85
Missouri,6/1/2019,0.83
Missouri,7/1/2019,1.09
Missouri,8/1/2019,0.98
Missouri,9/1/2019,0.72
Missouri,10/1/2019,0.55
Missouri,11/1/2019,0.9
Missouri,12/1/2019,0.85
Missouri,1/1/2020,0.57
Missouri,2/1/2020,0.5
Missouri,3/1/2020,0.62
Missouri,4/1/2020,0.75
Missouri,5/1/2020,1.04
Missouri,6/1/2020,1.5
Missouri,7/1/2020,1.11
Missouri,8/1/2020,1.27
Missouri,9/1/2020,0.5
Missouri,10/1/2020,0.42
Missouri,11/1/2020,0.52
Missouri,12/1/2020,0.7
Missouri,1/1/2021,0.97
Missouri,2/1/2021,0.91
Missouri,3/1/2021,0.88
Missouri,4/1/2021,0.86
Missouri,5/1/2021,0.89
Missouri,6/1/2021,0.83
Missouri,7/1/2021,0.83
Missouri,8/1/2021,0.78
Missouri,9/1/2021,0.96
Missouri,10/1/2021,0.84
Missouri,11/1/2021,0.57
Missouri,12/1/2021,0.89
Missouri,1/1/2022,0.87
Missouri,2/1/2022,0.74
Missouri,3/1/2022,0.76
Missouri,4/1/2022,0.87
Missouri,5/1/2022,1.02
Missouri,6/1/2022,0.76
Missouri,7/1/2022,0.87
Missouri,8/1/2022,1.15
Missouri,9/1/2022,0.73
Missouri,10/1/2022,1
Missouri,11/1/2022,0.76
Missouri,12/1/2022,0.66
Missouri,1/1/2023,0.73
Missouri,2/1/2023,0.6
Missouri,3/1/2023,0.84
Missouri,4/1/2023,0.77
Missouri,5/1/2023,1.07
Missouri,6/1/2023,0.94
Missouri,7/1/2023,0.73
Missouri,8/1/2023,0.76
Missouri,9/1/2023,0.79
Missouri,10/1/2023,0.61
Missouri,11/1/2023,0.68
Missouri,12/1/2023,0.6
Mississippi,1/1/2014,0.47
Mississippi,2/1/2014,0.43
Mississippi,3/1/2014,0.4
Mississippi,4/1/2014,0.4
Mississippi,5/1/2014,0.7
Mississippi,6/1/2014,0.53
Mississippi,7/1/2014,0.4
Mississippi,8/1/2014,0.3
Mississippi,9/1/2014,0.47
Mississippi,10/1/2014,0.63
Mississippi,11/1/2014,0.33
Mississippi,12/1/2014,0.57
Mississippi,1/1/2015,0.4
Mississippi,2/1/2015,0.27
Mississippi,3/1/2015,0.23
Mississippi,4/1/2015,0.74
Mississippi,5/1/2015,0.74
Mississippi,6/1/2015,0.3
Mississippi,7/1/2015,0.47
Mississippi,8/1/2015,0.5
Mississippi,9/1/2015,0.7
Mississippi,10/1/2015,0.33
Mississippi,11/1/2015,0.4
Mississippi,12/1/2015,0.27
Mississippi,1/1/2016,0.4
Mississippi,2/1/2016,0.33
Mississippi,3/1/2016,0.43
Mississippi,4/1/2016,0.5
Mississippi,5/1/2016,0.47
Mississippi,6/1/2016,0.33
Mississippi,7/1/2016,0.4
Mississippi,8/1/2016,0.43
Mississippi,9/1/2016,0.57
Mississippi,10/1/2016,0.3
Mississippi,11/1/2016,0.47
Mississippi,12/1/2016,0.5
Mississippi,1/1/2017,0.4
Mississippi,2/1/2017,0.6
Mississippi,3/1/2017,0.44
Mississippi,4/1/2017,0.54
Mississippi,5/1/2017,0.34
Mississippi,6/1/2017,0.3
Mississippi,7/1/2017,0.5
Mississippi,8/1/2017,0.37
Mississippi,9/1/2017,0.37
Mississippi,10/1/2017,0.34
Mississippi,11/1/2017,0.4
Mississippi,12/1/2017,0.44
Mississippi,1/1/2018,0.47
Mississippi,2/1/2018,0.37
Mississippi,3/1/2018,0.47
Mississippi,4/1/2018,0.67
Mississippi,5/1/2018,0.4
Mississippi,6/1/2018,0.5
Mississippi,7/1/2018,0.33
Mississippi,8/1/2018,0.4
Mississippi,9/1/2018,0.47
Mississippi,10/1/2018,0.27
Mississippi,11/1/2018,0.3
Mississippi,12/1/2018,0.47
Mississippi,1/1/2019,0.81
Mississippi,2/1/2019,0.71
Mississippi,3/1/2019,0.27
Mississippi,4/1/2019,0.71
Mississippi,5/1/2019,0.84
Mississippi,6/1/2019,0.5
Mississippi,7/1/2019,0.4
Mississippi,8/1/2019,0.4
Mississippi,9/1/2019,0.57
Mississippi,10/1/2019,0.34
Mississippi,11/1/2019,0.4
Mississippi,12/1/2019,0.6
Mississippi,1/1/2020,0.47
Mississippi,2/1/2020,0.74
Mississippi,3/1/2020,0.4
Mississippi,4/1/2020,0.47
Mississippi,5/1/2020,0.61
Mississippi,6/1/2020,0.57
Mississippi,7/1/2020,0.91
Mississippi,8/1/2020,0.74
Mississippi,9/1/2020,0.88
Mississippi,10/1/2020,0.88
Mississippi,11/1/2020,0.64
Mississippi,12/1/2020,0.34
Mississippi,1/1/2021,0.51
Mississippi,2/1/2021,0.68
Mississippi,3/1/2021,0.37
Mississippi,4/1/2021,0.31
Mississippi,5/1/2021,0.37
Mississippi,6/1/2021,0.41
Mississippi,7/1/2021,0.68
Mississippi,8/1/2021,0.34
Mississippi,9/1/2021,0.37
Mississippi,10/1/2021,0.37
Mississippi,11/1/2021,0.31
Mississippi,12/1/2021,0.68
Mississippi,1/1/2022,0.14
Mississippi,2/1/2022,0.24
Mississippi,3/1/2022,0.2
Mississippi,4/1/2022,0.51
Mississippi,5/1/2022,0.58
Mississippi,6/1/2022,0.34
Mississippi,7/1/2022,0.37
Mississippi,8/1/2022,0.34
Mississippi,9/1/2022,0.34
Mississippi,10/1/2022,0.58
Mississippi,11/1/2022,0.2
Mississippi,12/1/2022,0.68
Mississippi,1/1/2023,0.2
Mississippi,2/1/2023,0.24
Mississippi,3/1/2023,0.37
Mississippi,4/1/2023,0.44
Mississippi,5/1/2023,0.37
Mississippi,6/1/2023,0.51
Mississippi,7/1/2023,0.44
Mississippi,8/1/2023,0.2
Mississippi,9/1/2023,0.27
Mississippi,10/1/2023,0.34
Mississippi,11/1/2023,0.31
Mississippi,12/1/2023,0.14
Montana,1/1/2014,0.39
Montana,2/1/2014,0.2
Montana,3/1/2014,0.39
Montana,4/1/2014,0.29
Montana,5/1/2014,0.1
Montana,6/1/2014,0.1
Montana,7/1/2014,0.49
Montana,8/1/2014,0.2
Montana,9/1/2014,0.2
Montana,10/1/2014,0.2
Montana,11/1/2014,0.1
Montana,12/1/2014,0.2
Montana,1/1/2015,0
Montana,2/1/2015,0.48
Montana,3/1/2015,0.29
Montana,4/1/2015,0.19
Montana,5/1/2015,0.48
Montana,6/1/2015,0.39
Montana,7/1/2015,0.58
Montana,8/1/2015,0
Montana,9/1/2015,0.29
Montana,10/1/2015,0.39
Montana,11/1/2015,0.29
Montana,12/1/2015,0.29
Montana,1/1/2016,0.19
Montana,2/1/2016,0.86
Montana,3/1/2016,0.67
Montana,4/1/2016,0.38
Montana,5/1/2016,0.19
Montana,6/1/2016,0.1
Montana,7/1/2016,0.1
Montana,8/1/2016,0
Montana,9/1/2016,0
Montana,10/1/2016,0.19
Montana,11/1/2016,0.29
Montana,12/1/2016,0.38
Montana,1/1/2017,0.57
Montana,2/1/2017,0
Montana,3/1/2017,0.29
Montana,4/1/2017,0.29
Montana,5/1/2017,0.57
Montana,6/1/2017,0.29
Montana,7/1/2017,0.57
Montana,8/1/2017,0.57
Montana,9/1/2017,0.29
Montana,10/1/2017,0.29
Montana,11/1/2017,0.29
Montana,12/1/2017,0
Montana,1/1/2018,0.38
Montana,2/1/2018,0.28
Montana,3/1/2018,0.28
Montana,4/1/2018,0.28
Montana,5/1/2018,0.28
Montana,6/1/2018,0.19
Montana,7/1/2018,0.47
Montana,8/1/2018,0.28
Montana,9/1/2018,0.38
Montana,10/1/2018,0.56
Montana,11/1/2018,0.19
Montana,12/1/2018,0.28
Montana,1/1/2019,0
Montana,2/1/2019,0.28
Montana,3/1/2019,0.65
Montana,4/1/2019,0.28
Montana,5/1/2019,0.09
Montana,6/1/2019,0.09
Montana,7/1/2019,0.19
Montana,8/1/2019,0.28
Montana,9/1/2019,0.19
Montana,10/1/2019,0.47
Montana,11/1/2019,0.56
Montana,12/1/2019,0.65
Montana,1/1/2020,0.19
Montana,2/1/2020,0.09
Montana,3/1/2020,0.56
Montana,4/1/2020,0.28
Montana,5/1/2020,0.65
Montana,6/1/2020,0.83
Montana,7/1/2020,0.37
Montana,8/1/2020,0.28
Montana,9/1/2020,0.28
Montana,10/1/2020,0.37
Montana,11/1/2020,0.56
Montana,12/1/2020,0.46
Montana,1/1/2021,0.27
Montana,2/1/2021,0.18
Montana,3/1/2021,0.18
Montana,4/1/2021,0.27
Montana,5/1/2021,0.18
Montana,6/1/2021,0.36
Montana,7/1/2021,0.36
Montana,8/1/2021,0.27
Montana,9/1/2021,0.18
Montana,10/1/2021,0.27
Montana,11/1/2021,0.54
Montana,12/1/2021,0.27
Montana,1/1/2022,1.07
Montana,2/1/2022,0.09
Montana,3/1/2022,0.09
Montana,4/1/2022,0.27
Montana,5/1/2022,0.71
Montana,6/1/2022,0
Montana,7/1/2022,0.53
Montana,8/1/2022,0.36
Montana,9/1/2022,0.36
Montana,10/1/2022,0.62
Montana,11/1/2022,0.18
Montana,12/1/2022,0.27
Montana,1/1/2023,0.35
Montana,2/1/2023,0.26
Montana,3/1/2023,0.18
Montana,4/1/2023,0.18
Montana,5/1/2023,0.35
Montana,6/1/2023,0.09
Montana,7/1/2023,0.09
Montana,8/1/2023,0.18
Montana,9/1/2023,0.09
Montana,10/1/2023,0.26
Montana,11/1/2023,0.53
Montana,12/1/2023,0.26
Nebraska,1/1/2014,0.16
Nebraska,2/1/2014,0.11
Nebraska,3/1/2014,0.16
Nebraska,4/1/2014,0.32
Nebraska,5/1/2014,0.16
Nebraska,6/1/2014,0.27
Nebraska,7/1/2014,0.32
Nebraska,8/1/2014,0.21
Nebraska,9/1/2014,0.27
Nebraska,10/1/2014,0.32
Nebraska,11/1/2014,0.16
Nebraska,12/1/2014,0.27
Nebraska,1/1/2015,0.42
Nebraska,2/1/2015,0
Nebraska,3/1/2015,0.26
Nebraska,4/1/2015,0.05
Nebraska,5/1/2015,0.37
Nebraska,6/1/2015,0.37
Nebraska,7/1/2015,0.21
Nebraska,8/1/2015,0.32
Nebraska,9/1/2015,0.21
Nebraska,10/1/2015,0.26
Nebraska,11/1/2015,0.32
Nebraska,12/1/2015,0.47
Nebraska,1/1/2016,0.16
Nebraska,2/1/2016,0.16
Nebraska,3/1/2016,0.05
Nebraska,4/1/2016,0.42
Nebraska,5/1/2016,0.58
Nebraska,6/1/2016,0.05
Nebraska,7/1/2016,0.16
Nebraska,8/1/2016,0.1
Nebraska,9/1/2016,0.1
Nebraska,10/1/2016,0.16
Nebraska,11/1/2016,0.05
Nebraska,12/1/2016,0.16
Nebraska,1/1/2017,0.31
Nebraska,2/1/2017,0
Nebraska,3/1/2017,0.16
Nebraska,4/1/2017,0.26
Nebraska,5/1/2017,0.16
Nebraska,6/1/2017,0.26
Nebraska,7/1/2017,0.16
Nebraska,8/1/2017,0.1
Nebraska,9/1/2017,0.26
Nebraska,10/1/2017,0.1
Nebraska,11/1/2017,0.16
Nebraska,12/1/2017,0.31
Nebraska,1/1/2018,0.21
Nebraska,2/1/2018,0.16
Nebraska,3/1/2018,0.21
Nebraska,4/1/2018,0.16
Nebraska,5/1/2018,0.1
Nebraska,6/1/2018,0.41
Nebraska,7/1/2018,0.26
Nebraska,8/1/2018,0.16
Nebraska,9/1/2018,0.21
Nebraska,10/1/2018,0.16
Nebraska,11/1/2018,0.05
Nebraska,12/1/2018,0.16
Nebraska,1/1/2019,0.1
Nebraska,2/1/2019,0.26
Nebraska,3/1/2019,0.16
Nebraska,4/1/2019,0.16
Nebraska,5/1/2019,0.21
Nebraska,6/1/2019,0.31
Nebraska,7/1/2019,0.21
Nebraska,8/1/2019,0.21
Nebraska,9/1/2019,0.05
Nebraska,10/1/2019,0.16
Nebraska,11/1/2019,0.21
Nebraska,12/1/2019,0.36
Nebraska,1/1/2020,0.1
Nebraska,2/1/2020,0.1
Nebraska,3/1/2020,0.15
Nebraska,4/1/2020,0.31
Nebraska,5/1/2020,0.36
Nebraska,6/1/2020,0.46
Nebraska,7/1/2020,0.36
Nebraska,8/1/2020,0.26
Nebraska,9/1/2020,0.26
Nebraska,10/1/2020,0.26
Nebraska,11/1/2020,0.46
Nebraska,12/1/2020,0.26
Nebraska,1/1/2021,0.1
Nebraska,2/1/2021,0.15
Nebraska,3/1/2021,0.1
Nebraska,4/1/2021,0
Nebraska,5/1/2021,0.2
Nebraska,6/1/2021,0.1
Nebraska,7/1/2021,0.1
Nebraska,8/1/2021,0.15
Nebraska,9/1/2021,0.05
Nebraska,10/1/2021,0.25
Nebraska,11/1/2021,0.1
Nebraska,12/1/2021,0.1
Nebraska,1/1/2022,0.15
Nebraska,2/1/2022,0.05
Nebraska,3/1/2022,0
Nebraska,4/1/2022,0.05
Nebraska,5/1/2022,0.3
Nebraska,6/1/2022,0.1
Nebraska,7/1/2022,0.05
Nebraska,8/1/2022,0.41
Nebraska,9/1/2022,0.25
Nebraska,10/1/2022,0.05
Nebraska,11/1/2022,0.1
Nebraska,12/1/2022,0.05
Nebraska,1/1/2023,0.15
Nebraska,2/1/2023,0.1
Nebraska,3/1/2023,0.3
Nebraska,4/1/2023,0
Nebraska,5/1/2023,0.1
Nebraska,6/1/2023,0.1
Nebraska,7/1/2023,0.1
Nebraska,8/1/2023,0.25
Nebraska,9/1/2023,0
Nebraska,10/1/2023,0.15
Nebraska,11/1/2023,0.45
Nebraska,12/1/2023,0.4
North Carolina,1/1/2014,0.29
North Carolina,2/1/2014,0.46
North Carolina,3/1/2014,0.39
North Carolina,4/1/2014,0.34
North Carolina,5/1/2014,0.31
North Carolina,6/1/2014,0.31
North Carolina,7/1/2014,0.42
North Carolina,8/1/2014,0.43
North Carolina,9/1/2014,0.42
North Carolina,10/1/2014,0.45
North Carolina,11/1/2014,0.42
North Carolina,12/1/2014,0.45
North Carolina,1/1/2015,0.39
North Carolina,2/1/2015,0.5
North Carolina,3/1/2015,0.4
North Carolina,4/1/2015,0.29
North Carolina,5/1/2015,0.36
North Carolina,6/1/2015,0.53
North Carolina,7/1/2015,0.36
North Carolina,8/1/2015,0.43
North Carolina,9/1/2015,0.46
North Carolina,10/1/2015,0.6
North Carolina,11/1/2015,0.3
North Carolina,12/1/2015,0.46
North Carolina,1/1/2016,0.46
North Carolina,2/1/2016,0.41
North Carolina,3/1/2016,0.6
North Carolina,4/1/2016,0.55
North Carolina,5/1/2016,0.52
North Carolina,6/1/2016,0.46
North Carolina,7/1/2016,0.46
North Carolina,8/1/2016,0.41
North Carolina,9/1/2016,0.52
North Carolina,10/1/2016,0.5
North Carolina,11/1/2016,0.46
North Carolina,12/1/2016,0.48
North Carolina,1/1/2017,0.49
North Carolina,2/1/2017,0.3
North Carolina,3/1/2017,0.38
North Carolina,4/1/2017,0.53
North Carolina,5/1/2017,0.4
North Carolina,6/1/2017,0.52
North Carolina,7/1/2017,0.42
North Carolina,8/1/2017,0.65
North Carolina,9/1/2017,0.51
North Carolina,10/1/2017,0.4
North Carolina,11/1/2017,0.38
North Carolina,12/1/2017,0.36
North Carolina,1/1/2018,0.43
North Carolina,2/1/2018,0.27
North Carolina,3/1/2018,0.35
North Carolina,4/1/2018,0.56
North Carolina,5/1/2018,0.5
North Carolina,6/1/2018,0.36
North Carolina,7/1/2018,0.49
North Carolina,8/1/2018,0.5
North Carolina,9/1/2018,0.38
North Carolina,10/1/2018,0.29
North Carolina,11/1/2018,0.36
North Carolina,12/1/2018,0.24
North Carolina,1/1/2019,0.5
North Carolina,2/1/2019,0.44
North Carolina,3/1/2019,0.35
North Carolina,4/1/2019,0.43
North Carolina,5/1/2019,0.5
North Carolina,6/1/2019,0.56
North Carolina,7/1/2019,0.51
North Carolina,8/1/2019,0.51
North Carolina,9/1/2019,0.56
North Carolina,10/1/2019,0.56
North Carolina,11/1/2019,0.39
North Carolina,12/1/2019,0.52
North Carolina,1/1/2020,0.51
North Carolina,2/1/2020,0.46
North Carolina,3/1/2020,0.66
North Carolina,4/1/2020,0.4
North Carolina,5/1/2020,0.64
North Carolina,6/1/2020,0.8
North Carolina,7/1/2020,0.8
North Carolina,8/1/2020,0.7
North Carolina,9/1/2020,0.57
North Carolina,10/1/2020,0.78
North Carolina,11/1/2020,0.62
North Carolina,12/1/2020,0.77
North Carolina,1/1/2021,0.74
North Carolina,2/1/2021,0.52
North Carolina,3/1/2021,0.58
North Carolina,4/1/2021,0.87
North Carolina,5/1/2021,0.68
North Carolina,6/1/2021,1.12
North Carolina,7/1/2021,0.82
North Carolina,8/1/2021,0.77
North Carolina,9/1/2021,0.74
North Carolina,10/1/2021,0.86
North Carolina,11/1/2021,0.72
North Carolina,12/1/2021,0.67
North Carolina,1/1/2022,0.63
North Carolina,2/1/2022,0.53
North Carolina,3/1/2022,0.67
North Carolina,4/1/2022,0.64
North Carolina,5/1/2022,0.68
North Carolina,6/1/2022,0.81
North Carolina,7/1/2022,0.71
North Carolina,8/1/2022,0.74
North Carolina,9/1/2022,0.58
North Carolina,10/1/2022,0.74
North Carolina,11/1/2022,0.58
North Carolina,12/1/2022,0.6
