Date,States,Homocides
7/1/2019,Arizona,26
7/1/2019,California,147
7/1/2019,Colorado,23
7/1/2019,Connecticut,10
7/1/2019,District of Columbia,21
7/1/2019,Delaware,5
7/1/2019,Florida,0
7/1/2019,Georgia,50
7/1/2019,Hawaii,1
7/1/2019,Iowa,8
7/1/2019,Idaho,2
7/1/2019,Illinois,77
7/1/2019,Indiana,25
7/1/2019,Kansas,5
7/1/2019,Kentucky,23
7/1/2019,Louisiana,42
7/1/2019,Massachusetts,13
7/1/2019,Maryland,59
7/1/2019,Maine,2
7/1/2019,Michigan,66
7/1/2019,Minnesota,14
7/1/2019,Missouri,67
7/1/2019,Mississippi,12
7/1/2019,Montana,2
7/1/2019,Nebraska,4
7/1/2019,North Carolina,53
7/1/2019,North Dakota,2
7/1/2019,New Hampshire,5
7/1/2019,New Jersey,19
7/1/2019,New Mexico,13
7/1/2019,Nevada,15
7/1/2019,New York,62
7/1/2019,Ohio,67
7/1/2019,Oklahoma,33
7/1/2019,Oregon,1
7/1/2019,Pennsylvania,20
7/1/2019,Rhode Island,3
7/1/2019,South Carolina,36
7/1/2019,South Dakota,1
7/1/2019,Tennessee,52
7/1/2019,Texas,106
7/1/2019,Utah,6
7/1/2019,Virginia,43
7/1/2019,Vermont,3
7/1/2019,Washington,25
7/1/2019,Wisconsin,17
7/1/2019,West Virginia,10
7/1/2019,Wyoming,1
8/1/2019,Alaska,6
8/1/2019,Alabama,1
8/1/2019,Arkansas,26
8/1/2019,Arizona,29
8/1/2019,California,149
8/1/2019,Colorado,19
8/1/2019,Connecticut,11
8/1/2019,District of Columbia,15
8/1/2019,Delaware,4
8/1/2019,Florida,0
8/1/2019,Georgia,40
8/1/2019,Hawaii,4
8/1/2019,Iowa,6
8/1/2019,Idaho,1
8/1/2019,Illinois,80
8/1/2019,Indiana,30
8/1/2019,Kansas,8
8/1/2019,Kentucky,11
8/1/2019,Louisiana,42
8/1/2019,Massachusetts,19
8/1/2019,Maryland,46
8/1/2019,Maine,3
8/1/2019,Michigan,51
8/1/2019,Minnesota,12
8/1/2019,Missouri,60
8/1/2019,Mississippi,12
8/1/2019,Montana,3
8/1/2019,Nebraska,4
8/1/2019,North Carolina,54
8/1/2019,North Dakota,2
8/1/2019,New Hampshire,1
8/1/2019,New Jersey,22
8/1/2019,New Mexico,9
8/1/2019,Nevada,9
8/1/2019,New York,56
8/1/2019,Ohio,49
8/1/2019,Oklahoma,24
8/1/2019,Oregon,12
8/1/2019,Pennsylvania,63
8/1/2019,Rhode Island,2
8/1/2019,South Carolina,37
8/1/2019,South Dakota,1
8/1/2019,Tennessee,33
8/1/2019,Texas,143
8/1/2019,Utah,4
8/1/2019,Virginia,41
8/1/2019,Vermont,0
8/1/2019,Washington,17
8/1/2019,Wisconsin,17
8/1/2019,West Virginia,7
8/1/2019,Wyoming,1
9/1/2019,Alaska,5
9/1/2019,Alabama,2
9/1/2019,Arkansas,21
9/1/2019,Arizona,21
9/1/2019,California,142
9/1/2019,Colorado,21
9/1/2019,Connecticut,11
9/1/2019,District of Columbia,17
9/1/2019,Delaware,9
9/1/2019,Florida,0
9/1/2019,Georgia,37
9/1/2019,Hawaii,4
9/1/2019,Iowa,2
9/1/2019,Idaho,3
9/1/2019,Illinois,78
9/1/2019,Indiana,33
9/1/2019,Kansas,11
9/1/2019,Kentucky,24
9/1/2019,Louisiana,41
9/1/2019,Massachusetts,10
9/1/2019,Maryland,50
9/1/2019,Maine,1
9/1/2019,Michigan,52
9/1/2019,Minnesota,17
9/1/2019,Missouri,44
9/1/2019,Mississippi,17
9/1/2019,Montana,2
9/1/2019,Nebraska,1
9/1/2019,North Carolina,59
9/1/2019,North Dakota,0
9/1/2019,New Hampshire,2
9/1/2019,New Jersey,24
9/1/2019,New Mexico,19
9/1/2019,Nevada,14
9/1/2019,New York,53
9/1/2019,Ohio,49
9/1/2019,Oklahoma,17
9/1/2019,Oregon,9
9/1/2019,Pennsylvania,51
9/1/2019,Rhode Island,1
9/1/2019,South Carolina,47
9/1/2019,South Dakota,4
9/1/2019,Tennessee,47
9/1/2019,Texas,113
9/1/2019,Utah,3
9/1/2019,Virginia,31
9/1/2019,Vermont,0
9/1/2019,Washington,10
9/1/2019,Wisconsin,16
9/1/2019,West Virginia,11
9/1/2019,Wyoming,2
10/1/2019,Alaska,6
10/1/2019,Alabama,4
10/1/2019,Arkansas,20
10/1/2019,Arizona,25
10/1/2019,California,170
10/1/2019,Colorado,18
10/1/2019,Connecticut,7
10/1/2019,District of Columbia,15
10/1/2019,Delaware,2
10/1/2019,Florida,0
10/1/2019,Georgia,17
10/1/2019,Hawaii,5
10/1/2019,Iowa,9
10/1/2019,Idaho,2
10/1/2019,Illinois,62
10/1/2019,Indiana,36
10/1/2019,Kansas,3
10/1/2019,Kentucky,14
10/1/2019,Louisiana,33
10/1/2019,Massachusetts,21
10/1/2019,Maryland,48
10/1/2019,Maine,2
10/1/2019,Michigan,48
10/1/2019,Minnesota,9
10/1/2019,Missouri,34
10/1/2019,Mississippi,10
10/1/2019,Montana,5
10/1/2019,Nebraska,3
10/1/2019,North Carolina,59
10/1/2019,North Dakota,1
10/1/2019,New Hampshire,2
10/1/2019,New Jersey,26
10/1/2019,New Mexico,12
10/1/2019,Nevada,8
10/1/2019,New York,50
10/1/2019,Ohio,47
10/1/2019,Oklahoma,26
10/1/2019,Oregon,4
10/1/2019,Pennsylvania,67
10/1/2019,Rhode Island,3
10/1/2019,South Carolina,46
10/1/2019,South Dakota,3
10/1/2019,Tennessee,52
10/1/2019,Texas,110
10/1/2019,Utah,6
10/1/2019,Virginia,34
10/1/2019,Vermont,2
10/1/2019,Washington,13
10/1/2019,Wisconsin,17
10/1/2019,West Virginia,4
10/1/2019,Wyoming,4
11/1/2019,Alaska,14
11/1/2019,Alabama,1
11/1/2019,Arkansas,22
11/1/2019,Arizona,28
11/1/2019,California,109
11/1/2019,Colorado,25
11/1/2019,Connecticut,10
11/1/2019,District of Columbia,13
11/1/2019,Delaware,2
11/1/2019,Florida,0
11/1/2019,Georgia,20
11/1/2019,Hawaii,3
11/1/2019,Iowa,6
11/1/2019,Idaho,1
11/1/2019,Illinois,50
11/1/2019,Indiana,29
11/1/2019,Kansas,11
11/1/2019,Kentucky,17
11/1/2019,Louisiana,56
11/1/2019,Massachusetts,13
11/1/2019,Maryland,41
11/1/2019,Maine,2
11/1/2019,Michigan,61
11/1/2019,Minnesota,11
11/1/2019,Missouri,55
11/1/2019,Mississippi,12
11/1/2019,Montana,6
11/1/2019,Nebraska,4
11/1/2019,North Carolina,41
11/1/2019,North Dakota,4
11/1/2019,New Hampshire,2
11/1/2019,New Jersey,20
11/1/2019,New Mexico,16
11/1/2019,Nevada,10
11/1/2019,New York,34
11/1/2019,Ohio,43
11/1/2019,Oklahoma,24
11/1/2019,Oregon,9
11/1/2019,Pennsylvania,55
11/1/2019,Rhode Island,0
11/1/2019,South Carolina,36
11/1/2019,South Dakota,0
11/1/2019,Tennessee,42
11/1/2019,Texas,126
11/1/2019,Utah,8
11/1/2019,Virginia,34
11/1/2019,Vermont,2
11/1/2019,Washington,16
11/1/2019,Wisconsin,13
11/1/2019,West Virginia,16
11/1/2019,Wyoming,1
12/1/2019,Alaska,7
12/1/2019,Alabama,1
12/1/2019,Arkansas,12
12/1/2019,Arizona,40
12/1/2019,California,128
12/1/2019,Colorado,20
12/1/2019,Connecticut,10
12/1/2019,District of Columbia,10
12/1/2019,Delaware,6
12/1/2019,Florida,0
12/1/2019,Georgia,15
12/1/2019,Hawaii,2
12/1/2019,Iowa,10
12/1/2019,Idaho,2
12/1/2019,Illinois,72
12/1/2019,Indiana,31
12/1/2019,Kansas,17
12/1/2019,Kentucky,20
12/1/2019,Louisiana,65
12/1/2019,Massachusetts,10
12/1/2019,Maryland,53
12/1/2019,Maine,1
12/1/2019,Michigan,40
12/1/2019,Minnesota,12
12/1/2019,Missouri,52
12/1/2019,Mississippi,18
12/1/2019,Montana,7
12/1/2019,Nebraska,7
12/1/2019,North Carolina,55
12/1/2019,North Dakota,1
12/1/2019,New Hampshire,4
12/1/2019,New Jersey,29
12/1/2019,New Mexico,17
12/1/2019,Nevada,12
12/1/2019,New York,37
12/1/2019,Ohio,50
12/1/2019,Oklahoma,21
12/1/2019,Oregon,9
12/1/2019,Pennsylvania,55
12/1/2019,Rhode Island,2
12/1/2019,South Carolina,53
12/1/2019,South Dakota,2
12/1/2019,Tennessee,57
12/1/2019,Texas,137
12/1/2019,Utah,2
12/1/2019,Virginia,39
12/1/2019,Vermont,1
12/1/2019,Washington,14
12/1/2019,Wisconsin,14
12/1/2019,West Virginia,6
12/1/2019,Wyoming,0
1/1/2020,Alaska,4
1/1/2020,Alabama,3
1/1/2020,Arkansas,23
1/1/2020,Arizona,40
1/1/2020,California,149
1/1/2020,Colorado,23
1/1/2020,Connecticut,6
1/1/2020,District of Columbia,15
1/1/2020,Delaware,2
1/1/2020,Florida,0
1/1/2020,Georgia,37
1/1/2020,Hawaii,7
1/1/2020,Iowa,10
1/1/2020,Idaho,2
1/1/2020,Illinois,22
1/1/2020,Indiana,39
1/1/2020,Kansas,11
1/1/2020,Kentucky,21
1/1/2020,Louisiana,54
1/1/2020,Massachusetts,15
1/1/2020,Maryland,43
1/1/2020,Maine,2
1/1/2020,Michigan,47
1/1/2020,Minnesota,10
1/1/2020,Missouri,35
1/1/2020,Mississippi,14
1/1/2020,Montana,2
1/1/2020,Nebraska,2
1/1/2020,North Carolina,54
1/1/2020,North Dakota,4
1/1/2020,New Hampshire,0
1/1/2020,New Jersey,15
1/1/2020,New Mexico,11
1/1/2020,Nevada,13
1/1/2020,New York,52
1/1/2020,Ohio,42
1/1/2020,Oklahoma,17
1/1/2020,Oregon,8
1/1/2020,Pennsylvania,56
1/1/2020,Rhode Island,2
1/1/2020,South Carolina,49
1/1/2020,South Dakota,4
1/1/2020,Tennessee,45
1/1/2020,Texas,151
1/1/2020,Utah,7
1/1/2020,Virginia,44
1/1/2020,Vermont,0
1/1/2020,Washington,20
1/1/2020,Wisconsin,17
1/1/2020,West Virginia,2
1/1/2020,Wyoming,3
2/1/2020,Alaska,2
2/1/2020,Alabama,4
2/1/2020,Arkansas,19
2/1/2020,Arizona,29
2/1/2020,California,121
2/1/2020,Colorado,20
2/1/2020,Connecticut,7
2/1/2020,District of Columbia,11
2/1/2020,Delaware,7
2/1/2020,Florida,0
2/1/2020,Georgia,30
2/1/2020,Hawaii,5
2/1/2020,Iowa,6
2/1/2020,Idaho,2
2/1/2020,Illinois,51
2/1/2020,Indiana,39
2/1/2020,Kansas,9
2/1/2020,Kentucky,18
2/1/2020,Louisiana,38
2/1/2020,Massachusetts,13
2/1/2020,Maryland,37
2/1/2020,Maine,4
2/1/2020,Michigan,31
2/1/2020,Minnesota,13
2/1/2020,Missouri,31
2/1/2020,Mississippi,22
2/1/2020,Montana,1
2/1/2020,Nebraska,2
2/1/2020,North Carolina,49
2/1/2020,North Dakota,0
2/1/2020,New Hampshire,2
2/1/2020,New Jersey,15
2/1/2020,New Mexico,10
2/1/2020,Nevada,7
2/1/2020,New York,37
2/1/2020,Ohio,41
2/1/2020,Oklahoma,27
2/1/2020,Oregon,1
2/1/2020,Pennsylvania,38
2/1/2020,Rhode Island,1
2/1/2020,South Carolina,40
2/1/2020,South Dakota,2
2/1/2020,Tennessee,27
2/1/2020,Texas,119
2/1/2020,Utah,8
2/1/2020,Virginia,30
2/1/2020,Vermont,0
2/1/2020,Washington,20
2/1/2020,Wisconsin,30
2/1/2020,West Virginia,8
2/1/2020,Wyoming,2
3/1/2020,Alaska,4
3/1/2020,Alabama,7
3/1/2020,Arkansas,29
3/1/2020,Arizona,33
3/1/2020,California,145
3/1/2020,Colorado,16
3/1/2020,Connecticut,13
3/1/2020,District of Columbia,11
3/1/2020,Delaware,2
3/1/2020,Florida,0
3/1/2020,Georgia,43
3/1/2020,Hawaii,2
3/1/2020,Iowa,6
3/1/2020,Idaho,4
3/1/2020,Illinois,45
3/1/2020,Indiana,25
3/1/2020,Kansas,10
3/1/2020,Kentucky,18
3/1/2020,Louisiana,37
3/1/2020,Massachusetts,10
3/1/2020,Maryland,32
3/1/2020,Maine,1
3/1/2020,Michigan,48
3/1/2020,Minnesota,7
3/1/2020,Missouri,38
3/1/2020,Mississippi,12
3/1/2020,Montana,6
3/1/2020,Nebraska,3
3/1/2020,North Carolina,70
3/1/2020,North Dakota,2
3/1/2020,New Hampshire,1
3/1/2020,New Jersey,16
3/1/2020,New Mexico,6
3/1/2020,Nevada,16
3/1/2020,New York,53
3/1/2020,Ohio,58
3/1/2020,Oklahoma,26
3/1/2020,Oregon,7
3/1/2020,Pennsylvania,59
3/1/2020,Rhode Island,1
3/1/2020,South Carolina,51
3/1/2020,South Dakota,4
3/1/2020,Tennessee,49
3/1/2020,Texas,159
3/1/2020,Utah,8
3/1/2020,Virginia,36
3/1/2020,Vermont,3
3/1/2020,Washington,28
3/1/2020,Wisconsin,21
3/1/2020,West Virginia,9
3/1/2020,Wyoming,5
4/1/2020,Alaska,2
4/1/2020,Alabama,7
4/1/2020,Arkansas,24
4/1/2020,Arizona,36
4/1/2020,California,149
4/1/2020,Colorado,18
4/1/2020,Connecticut,6
4/1/2020,District of Columbia,11
4/1/2020,Delaware,4
4/1/2020,Florida,0
4/1/2020,Georgia,32
4/1/2020,Hawaii,3
4/1/2020,Iowa,9
4/1/2020,Idaho,4
4/1/2020,Illinois,82
4/1/2020,Indiana,28
4/1/2020,Kansas,11
4/1/2020,Kentucky,18
4/1/2020,Louisiana,56
4/1/2020,Massachusetts,4
4/1/2020,Maryland,38
4/1/2020,Maine,0
4/1/2020,Michigan,45
4/1/2020,Minnesota,17
4/1/2020,Missouri,46
4/1/2020,Mississippi,14
4/1/2020,Montana,3
4/1/2020,Nebraska,6
4/1/2020,North Carolina,42
4/1/2020,North Dakota,0
4/1/2020,New Hampshire,1
4/1/2020,New Jersey,25
4/1/2020,New Mexico,11
4/1/2020,Nevada,5
4/1/2020,New York,65
4/1/2020,Ohio,60
4/1/2020,Oklahoma,26
4/1/2020,Oregon,8
4/1/2020,Pennsylvania,52
4/1/2020,Rhode Island,2
4/1/2020,South Carolina,52
4/1/2020,South Dakota,1
4/1/2020,Tennessee,55
4/1/2020,Texas,151
4/1/2020,Utah,6
4/1/2020,Virginia,35
4/1/2020,Vermont,1
4/1/2020,Washington,31
4/1/2020,Wisconsin,22
4/1/2020,West Virginia,10
4/1/2020,Wyoming,0
5/1/2020,Alaska,3
5/1/2020,Alabama,8
5/1/2020,Arkansas,21
5/1/2020,Arizona,45
5/1/2020,California,169
5/1/2020,Colorado,27
5/1/2020,Connecticut,12
5/1/2020,District of Columbia,17
5/1/2020,Delaware,2
5/1/2020,Florida,0
5/1/2020,Georgia,51
5/1/2020,Hawaii,2
5/1/2020,Iowa,13
5/1/2020,Idaho,4
5/1/2020,Illinois,115
5/1/2020,Indiana,42
5/1/2020,Kansas,8
5/1/2020,Kentucky,25
5/1/2020,Louisiana,49
5/1/2020,Massachusetts,15
5/1/2020,Maryland,60
5/1/2020,Maine,0
5/1/2020,Michigan,61
5/1/2020,Minnesota,14
5/1/2020,Missouri,64
5/1/2020,Mississippi,18
5/1/2020,Montana,7
5/1/2020,Nebraska,7
5/1/2020,North Carolina,68
5/1/2020,North Dakota,8
5/1/2020,New Hampshire,0
5/1/2020,New Jersey,26
5/1/2020,New Mexico,14
5/1/2020,Nevada,14
5/1/2020,New York,69
5/1/2020,Ohio,56
5/1/2020,Oklahoma,27
5/1/2020,Oregon,5
5/1/2020,Pennsylvania,54
5/1/2020,Rhode Island,2
5/1/2020,South Carolina,45
5/1/2020,South Dakota,3
5/1/2020,Tennessee,56
5/1/2020,Texas,154
5/1/2020,Utah,10
5/1/2020,Virginia,40
5/1/2020,Vermont,2
5/1/2020,Washington,35
5/1/2020,Wisconsin,25
5/1/2020,West Virginia,9
5/1/2020,Wyoming,2
6/1/2020,Alaska,5
6/1/2020,Alabama,2
6/1/2020,Arkansas,39
6/1/2020,Arizona,37
6/1/2020,California,179
6/1/2020,Colorado,34
6/1/2020,Connecticut,17
6/1/2020,District of Columbia,16
6/1/2020,Delaware,7
6/1/2020,Florida,0
6/1/2020,Georgia,46
6/1/2020,Hawaii,5
6/1/2020,Iowa,15
6/1/2020,Idaho,2
6/1/2020,Illinois,126
6/1/2020,Indiana,34
6/1/2020,Kansas,11
6/1/2020,Kentucky,27
6/1/2020,Louisiana,75
6/1/2020,Massachusetts,15
6/1/2020,Maryland,51
6/1/2020,Maine,3
6/1/2020,Michigan,84
6/1/2020,Minnesota,17
6/1/2020,Missouri,92
6/1/2020,Mississippi,17
6/1/2020,Montana,9
6/1/2020,Nebraska,9
6/1/2020,North Carolina,85
6/1/2020,North Dakota,3
6/1/2020,New Hampshire,0
6/1/2020,New Jersey,29
6/1/2020,New Mexico,11
6/1/2020,Nevada,17
6/1/2020,New York,81
6/1/2020,Ohio,81
6/1/2020,Oklahoma,29
6/1/2020,Oregon,13
6/1/2020,Pennsylvania,70
6/1/2020,Rhode Island,3
6/1/2020,South Carolina,54
6/1/2020,South Dakota,7
6/1/2020,Tennessee,64
6/1/2020,Texas,165
6/1/2020,Utah,8
6/1/2020,Virginia,50
6/1/2020,Vermont,1
6/1/2020,Washington,28
6/1/2020,Wisconsin,29
6/1/2020,West Virginia,9
6/1/2020,Wyoming,0
7/1/2020,Alaska,4
7/1/2020,Alabama,4
7/1/2020,Arkansas,25
7/1/2020,Arizona,33
7/1/2020,California,199
7/1/2020,Colorado,30
7/1/2020,Connecticut,20
7/1/2020,District of Columbia,29
7/1/2020,Delaware,8
7/1/2020,Florida,1
7/1/2020,Georgia,57
7/1/2020,Hawaii,10
7/1/2020,Iowa,11
7/1/2020,Idaho,1
7/1/2020,Illinois,141
7/1/2020,Indiana,50
7/1/2020,Kansas,10
7/1/2020,Kentucky,42
7/1/2020,Louisiana,77
7/1/2020,Massachusetts,31
7/1/2020,Maryland,58
7/1/2020,Maine,1
7/1/2020,Michigan,82
7/1/2020,Minnesota,16
7/1/2020,Missouri,68
7/1/2020,Mississippi,27
7/1/2020,Montana,4
7/1/2020,Nebraska,7
7/1/2020,North Carolina,85
7/1/2020,North Dakota,0
7/1/2020,New Hampshire,3
7/1/2020,New Jersey,33
7/1/2020,New Mexico,17
7/1/2020,Nevada,16
7/1/2020,New York,92
7/1/2020,Ohio,80
7/1/2020,Oklahoma,25
7/1/2020,Oregon,21
7/1/2020,Pennsylvania,74
7/1/2020,Rhode Island,1
7/1/2020,South Carolina,57
7/1/2020,South Dakota,3
7/1/2020,Tennessee,64
7/1/2020,Texas,160
7/1/2020,Utah,6
7/1/2020,Virginia,44
7/1/2020,Vermont,2
7/1/2020,Washington,27
7/1/2020,Wisconsin,28
7/1/2020,West Virginia,10
7/1/2020,Wyoming,1
8/1/2020,Alaska,2
8/1/2020,Alabama,4
8/1/2020,Arkansas,33
8/1/2020,Arizona,41
8/1/2020,California,201
8/1/2020,Colorado,36
8/1/2020,Connecticut,18
8/1/2020,District of Columbia,16
8/1/2020,Delaware,5
8/1/2020,Florida,0
8/1/2020,Georgia,41
8/1/2020,Hawaii,8
8/1/2020,Iowa,8
8/1/2020,Idaho,5
8/1/2020,Illinois,99
8/1/2020,Indiana,44
8/1/2020,Kansas,8
8/1/2020,Kentucky,44
8/1/2020,Louisiana,67
8/1/2020,Massachusetts,14
8/1/2020,Maryland,43
8/1/2020,Maine,4
8/1/2020,Michigan,66
8/1/2020,Minnesota,26
8/1/2020,Missouri,78
8/1/2020,Mississippi,22
8/1/2020,Montana,3
8/1/2020,Nebraska,5
8/1/2020,North Carolina,74
8/1/2020,North Dakota,5
8/1/2020,New Hampshire,2
8/1/2020,New Jersey,37
8/1/2020,New Mexico,17
8/1/2020,Nevada,17
8/1/2020,New York,97
8/1/2020,Ohio,86
8/1/2020,Oklahoma,22
8/1/2020,Oregon,14
8/1/2020,Pennsylvania,80
8/1/2020,Rhode Island,6
8/1/2020,South Carolina,37
8/1/2020,South Dakota,11
8/1/2020,Tennessee,71
8/1/2020,Texas,170
8/1/2020,Utah,10
8/1/2020,Virginia,47
8/1/2020,Vermont,1
8/1/2020,Washington,28
8/1/2020,Wisconsin,35
8/1/2020,West Virginia,12
8/1/2020,Wyoming,0
9/1/2020,Alaska,3
9/1/2020,Alabama,10
9/1/2020,Arkansas,22
9/1/2020,Arizona,39
9/1/2020,California,224
9/1/2020,Colorado,32
9/1/2020,Connecticut,10
9/1/2020,District of Columbia,17
9/1/2020,Delaware,11
9/1/2020,Florida,2
9/1/2020,Georgia,46
9/1/2020,Hawaii,1
9/1/2020,Iowa,8
9/1/2020,Idaho,6
9/1/2020,Illinois,108
9/1/2020,Indiana,42
9/1/2020,Kansas,8
9/1/2020,Kentucky,37
9/1/2020,Louisiana,64
9/1/2020,Massachusetts,11
9/1/2020,Maryland,57
9/1/2020,Maine,0
9/1/2020,Michigan,78
9/1/2020,Minnesota,11
9/1/2020,Missouri,31
9/1/2020,Mississippi,26
9/1/2020,Montana,3
9/1/2020,Nebraska,5
9/1/2020,North Carolina,60
9/1/2020,North Dakota,1
9/1/2020,New Hampshire,1
9/1/2020,New Jersey,29
9/1/2020,New Mexico,13
9/1/2020,Nevada,17
9/1/2020,New York,99
9/1/2020,Ohio,78
9/1/2020,Oklahoma,25
9/1/2020,Oregon,13
9/1/2020,Pennsylvania,70
9/1/2020,Rhode Island,4
9/1/2020,South Carolina,43
9/1/2020,South Dakota,3
9/1/2020,Tennessee,56
9/1/2020,Texas,148
9/1/2020,Utah,7
9/1/2020,Virginia,54
9/1/2020,Vermont,0
9/1/2020,Washington,26
9/1/2020,Wisconsin,29
9/1/2020,West Virginia,10
9/1/2020,Wyoming,0
10/1/2020,Alaska,5
10/1/2020,Alabama,4
10/1/2020,Arkansas,30
10/1/2020,Arizona,48
10/1/2020,California,237
10/1/2020,Colorado,19
10/1/2020,Connecticut,18
10/1/2020,District of Columbia,22
10/1/2020,Delaware,10
10/1/2020,Florida,1
10/1/2020,Georgia,71
10/1/2020,Hawaii,1
10/1/2020,Iowa,6
10/1/2020,Idaho,6
10/1/2020,Illinois,86
10/1/2020,Indiana,64
10/1/2020,Kansas,15
10/1/2020,Kentucky,34
10/1/2020,Louisiana,72
10/1/2020,Massachusetts,12
10/1/2020,Maryland,58
10/1/2020,Maine,7
10/1/2020,Michigan,75
10/1/2020,Minnesota,12
10/1/2020,Missouri,26
10/1/2020,Mississippi,26
10/1/2020,Montana,4
10/1/2020,Nebraska,5
10/1/2020,North Carolina,83
10/1/2020,North Dakota,1
10/1/2020,New Hampshire,0
10/1/2020,New Jersey,50
10/1/2020,New Mexico,12
10/1/2020,Nevada,22
10/1/2020,New York,66
10/1/2020,Ohio,81
10/1/2020,Oklahoma,33
10/1/2020,Oregon,15
10/1/2020,Pennsylvania,101
10/1/2020,Rhode Island,5
10/1/2020,South Carolina,44
10/1/2020,South Dakota,4
10/1/2020,Tennessee,64
10/1/2020,Texas,193
10/1/2020,Utah,7
10/1/2020,Virginia,58
10/1/2020,Vermont,2
10/1/2020,Washington,22
10/1/2020,Wisconsin,30
10/1/2020,West Virginia,5
10/1/2020,Wyoming,0
11/1/2020,Alaska,13
11/1/2020,Alabama,3
11/1/2020,Arkansas,20
11/1/2020,Arizona,29
11/1/2020,California,199
11/1/2020,Colorado,25
11/1/2020,Connecticut,8
11/1/2020,District of Columbia,20
11/1/2020,Delaware,6
11/1/2020,Florida,1
11/1/2020,Georgia,99
11/1/2020,Hawaii,0
11/1/2020,Iowa,12
11/1/2020,Idaho,1
11/1/2020,Illinois,82
11/1/2020,Indiana,40
11/1/2020,Kansas,8
11/1/2020,Kentucky,27
11/1/2020,Louisiana,69
11/1/2020,Massachusetts,7
11/1/2020,Maryland,41
11/1/2020,Maine,0
11/1/2020,Michigan,75
11/1/2020,Minnesota,20
11/1/2020,Missouri,32
11/1/2020,Mississippi,19
11/1/2020,Montana,6
11/1/2020,Nebraska,9
11/1/2020,North Carolina,66
11/1/2020,North Dakota,2
11/1/2020,New Hampshire,0
11/1/2020,New Jersey,34
11/1/2020,New Mexico,12
11/1/2020,Nevada,23
11/1/2020,New York,58
11/1/2020,Ohio,78
11/1/2020,Oklahoma,29
11/1/2020,Oregon,10
11/1/2020,Pennsylvania,64
11/1/2020,Rhode Island,2
11/1/2020,South Carolina,52
11/1/2020,South Dakota,3
11/1/2020,Tennessee,62
11/1/2020,Texas,191
11/1/2020,Utah,10
11/1/2020,Virginia,59
11/1/2020,Vermont,1
11/1/2020,Washington,19
11/1/2020,Wisconsin,26
11/1/2020,West Virginia,16
11/1/2020,Wyoming,0
12/1/2020,Alaska,1
12/1/2020,Alabama,4
12/1/2020,Arkansas,31
12/1/2020,Arizona,31
12/1/2020,California,230
12/1/2020,Colorado,18
12/1/2020,Connecticut,15
12/1/2020,District of Columbia,16
12/1/2020,Delaware,9
12/1/2020,Florida,0
12/1/2020,Georgia,69
12/1/2020,Hawaii,2
12/1/2020,Iowa,8
12/1/2020,Idaho,5
12/1/2020,Illinois,79
12/1/2020,Indiana,46
12/1/2020,Kansas,7
12/1/2020,Kentucky,37
12/1/2020,Louisiana,53
12/1/2020,Massachusetts,15
12/1/2020,Maryland,54
12/1/2020,Maine,1
12/1/2020,Michigan,69
12/1/2020,Minnesota,12
12/1/2020,Missouri,43
12/1/2020,Mississippi,10
12/1/2020,Montana,5
12/1/2020,Nebraska,5
12/1/2020,North Carolina,82
12/1/2020,North Dakota,6
12/1/2020,New Hampshire,2
12/1/2020,New Jersey,21
12/1/2020,New Mexico,11
12/1/2020,Nevada,11
12/1/2020,New York,60
12/1/2020,Ohio,82
12/1/2020,Oklahoma,14
12/1/2020,Oregon,15
12/1/2020,Pennsylvania,79
12/1/2020,Rhode Island,2
12/1/2020,South Carolina,42
12/1/2020,South Dakota,4
12/1/2020,Tennessee,88
12/1/2020,Texas,192
12/1/2020,Utah,10
12/1/2020,Virginia,42
12/1/2020,Vermont,1
12/1/2020,Washington,22
12/1/2020,Wisconsin,19
12/1/2020,West Virginia,24
12/1/2020,Wyoming,1
1/1/2021,Alaska,5
1/1/2021,Alabama,30
1/1/2021,Arkansas,23
1/1/2021,Arizona,17
1/1/2021,California,25
1/1/2021,Colorado,30
1/1/2021,Connecticut,14
1/1/2021,District of Columbia,0
1/1/2021,Delaware,8
1/1/2021,Florida,26
1/1/2021,Georgia,70
1/1/2021,Hawaii,1
1/1/2021,Iowa,4
1/1/2021,Idaho,2
1/1/2021,Illinois,13
1/1/2021,Indiana,36
1/1/2021,Kansas,9
1/1/2021,Kentucky,34
1/1/2021,Louisiana,46
1/1/2021,Massachusetts,11
1/1/2021,Maryland,27
1/1/2021,Maine,1
1/1/2021,Michigan,61
1/1/2021,Minnesota,15
1/1/2021,Missouri,60
1/1/2021,Mississippi,15
1/1/2021,Montana,3
1/1/2021,Nebraska,2
1/1/2021,North Carolina,78
1/1/2021,North Dakota,0
1/1/2021,New Hampshire,1
1/1/2021,New Jersey,10
1/1/2021,New Mexico,24
1/1/2021,Nevada,14
1/1/2021,New York,13
1/1/2021,Ohio,71
1/1/2021,Oklahoma,21
1/1/2021,Oregon,18
1/1/2021,Pennsylvania,59
1/1/2021,Rhode Island,3
1/1/2021,South Carolina,48
1/1/2021,South Dakota,3
1/1/2021,Tennessee,71
1/1/2021,Texas,174
1/1/2021,Utah,5
1/1/2021,Virginia,32
1/1/2021,Vermont,1
1/1/2021,Washington,31
1/1/2021,Wisconsin,26
1/1/2021,West Virginia,12
1/1/2021,Wyoming,0
2/1/2021,Alaska,1
2/1/2021,Alabama,22
2/1/2021,Arkansas,21
2/1/2021,Arizona,9
2/1/2021,California,26
